jst,bid,ask,volume,volume_real,flags
2025-06-18 00:02:21.837000+09:00,73.385,73.449,0,0.0,1158
2025-06-18 00:02:22.037000+09:00,73.385,73.439,0,0.0,1028
2025-06-18 00:02:22.441000+09:00,73.375,73.439,0,0.0,1154
2025-06-18 00:02:23.140000+09:00,73.375,73.429,0,0.0,1028
2025-06-18 00:02:23.741000+09:00,73.365,73.429,0,0.0,1154
2025-06-18 00:02:23.842000+09:00,73.375,73.429,0,0.0,1154
2025-06-18 00:02:25.753000+09:00,73.375,73.439,0,0.0,1028
2025-06-18 00:02:27.063000+09:00,73.385,73.439,0,0.0,1154
2025-06-18 00:02:30.479000+09:00,73.385,73.449,0,0.0,1028
2025-06-18 00:02:30.980000+09:00,73.385,73.439,0,0.0,1028
2025-06-18 00:02:31.079000+09:00,73.385,73.449,0,0.0,1028
2025-06-18 00:02:31.483000+09:00,73.395,73.449,0,0.0,1154
2025-06-18 00:02:32.683000+09:00,73.385,73.439,0,0.0,1158
2025-06-18 00:02:33.186000+09:00,73.375,73.439,0,0.0,1154
2025-06-18 00:02:33.884000+09:00,73.385,73.439,0,0.0,1154
2025-06-18 00:02:34.486000+09:00,73.385,73.449,0,0.0,1028
2025-06-18 00:02:34.787000+09:00,73.385,73.439,0,0.0,1028
2025-06-18 00:02:35.491000+09:00,73.385,73.449,0,0.0,1028
2025-06-18 00:02:35.790000+09:00,73.385,73.439,0,0.0,1028
2025-06-18 00:02:36.193000+09:00,73.385,73.449,0,0.0,1028
2025-06-18 00:02:36.395000+09:00,73.405,73.459,0,0.0,1158
2025-06-18 00:02:36.796000+09:00,73.395,73.459,0,0.0,1154
2025-06-18 00:02:37.097000+09:00,73.405,73.459,0,0.0,1154
2025-06-18 00:02:37.296000+09:00,73.405,73.469,0,0.0,1028
2025-06-18 00:02:37.897000+09:00,73.405,73.459,0,0.0,1028
2025-06-18 00:02:38.198000+09:00,73.405,73.469,0,0.0,1028
2025-06-18 00:02:38.499000+09:00,73.415,73.469,0,0.0,1154
2025-06-18 00:02:39.604000+09:00,73.415,73.479,0,0.0,1028
2025-06-18 00:02:39.704000+09:00,73.415,73.469,0,0.0,1028
2025-06-18 00:02:39.804000+09:00,73.405,73.469,0,0.0,1154
2025-06-18 00:02:40.002000+09:00,73.405,73.459,0,0.0,1028
2025-06-18 00:02:40.901000+09:00,73.415,73.469,0,0.0,1158
2025-06-18 00:02:41.204000+09:00,73.415,73.479,0,0.0,1028
2025-06-18 00:02:41.406000+09:00,73.415,73.469,0,0.0,1028
2025-06-18 00:02:41.508000+09:00,73.395,73.449,0,0.0,1158
2025-06-18 00:02:41.607000+09:00,73.395,73.459,0,0.0,1028
2025-06-18 00:02:41.709000+09:00,73.405,73.459,0,0.0,1154
2025-06-18 00:02:41.908000+09:00,73.395,73.459,0,0.0,1154
2025-06-18 00:02:42.008000+09:00,73.395,73.449,0,0.0,1028
