jst,bid,ask,volume,volume_real,flags
2025-06-18 00:02:42.107000+09:00,73.395,73.459,0,0.0,1028
2025-06-18 00:02:42.908000+09:00,73.405,73.459,0,0.0,1154
2025-06-18 00:02:43.010000+09:00,73.395,73.459,0,0.0,1154
2025-06-18 00:02:44.010000+09:00,73.395,73.449,0,0.0,1028
2025-06-18 00:02:44.712000+09:00,73.395,73.459,0,0.0,1028
2025-06-18 00:02:44.812000+09:00,73.395,73.449,0,0.0,1028
2025-06-18 00:02:45.812000+09:00,73.405,73.459,0,0.0,1158
2025-06-18 00:02:45.912000+09:00,73.405,73.469,0,0.0,1028
2025-06-18 00:02:46.313000+09:00,73.415,73.469,0,0.0,1154
2025-06-18 00:02:46.814000+09:00,73.425,73.479,0,0.0,1158
2025-06-18 00:02:47.214000+09:00,73.415,73.479,0,0.0,1154
2025-06-18 00:02:47.516000+09:00,73.425,73.479,0,0.0,1154
2025-06-18 00:02:47.814000+09:00,73.415,73.479,0,0.0,1154
2025-06-18 00:02:48.013000+09:00,73.415,73.469,0,0.0,1028
2025-06-18 00:02:48.214000+09:00,73.415,73.479,0,0.0,1028
2025-06-18 00:02:48.516000+09:00,73.415,73.469,0,0.0,1028
2025-06-18 00:02:49.016000+09:00,73.405,73.469,0,0.0,1154
2025-06-18 00:02:50.118000+09:00,73.405,73.459,0,0.0,1028
2025-06-18 00:02:50.318000+09:00,73.405,73.469,0,0.0,1028
2025-06-18 00:02:51.119000+09:00,73.405,73.459,0,0.0,1028
2025-06-18 00:02:51.219000+09:00,73.415,73.469,0,0.0,1158
2025-06-18 00:02:51.319000+09:00,73.415,73.479,0,0.0,1028
2025-06-18 00:02:53.725000+09:00,73.425,73.479,0,0.0,1154
2025-06-18 00:02:55.126000+09:00,73.435,73.489,0,0.0,1158
2025-06-18 00:02:55.827000+09:00,73.445,73.509,0,0.0,1158
2025-06-18 00:02:56.029000+09:00,73.455,73.509,0,0.0,1154
2025-06-18 00:02:56.931000+09:00,73.455,73.519,0,0.0,1028
2025-06-18 00:02:57.331000+09:00,73.465,73.519,0,0.0,1154
2025-06-18 00:02:57.432000+09:00,73.455,73.519,0,0.0,1154
2025-06-18 00:02:58.132000+09:00,73.455,73.509,0,0.0,1028
2025-06-18 00:02:58.732000+09:00,73.455,73.519,0,0.0,1028
2025-06-18 00:02:59.234000+09:00,73.455,73.509,0,0.0,1028
2025-06-18 00:03:00.236000+09:00,73.445,73.499,0,0.0,1158
2025-06-18 00:03:00.336000+09:00,73.455,73.509,0,0.0,1158
2025-06-18 00:03:01.837000+09:00,73.455,73.519,0,0.0,1028
2025-06-18 00:03:02.239000+09:00,73.455,73.509,0,0.0,1028
2025-06-18 00:03:02.537000+09:00,73.415,73.479,0,0.0,1158
2025-06-18 00:03:02.837000+09:00,73.425,73.479,0,0.0,1154
2025-06-18 00:03:03.037000+09:00,73.415,73.479,0,0.0,1154
2025-06-18 00:03:03.237000+09:00,73.415,73.469,0,0.0,1028
2025-06-18 00:03:03.739000+09:00,73.425,73.479,0,0.0,1158
2025-06-18 00:03:03.939000+09:00,73.415,73.479,0,0.0,1154
2025-06-18 00:03:04.642000+09:00,73.425,73.479,0,0.0,1154
2025-06-18 00:03:05.041000+09:00,73.425,73.489,0,0.0,1028
2025-06-18 00:03:05.240000+09:00,73.425,73.479,0,0.0,1028
2025-06-18 00:03:06.646000+09:00,73.415,73.479,0,0.0,1154
2025-06-18 00:03:07.344000+09:00,73.415,73.469,0,0.0,1028
2025-06-18 00:03:07.845000+09:00,73.415,73.479,0,0.0,1028
2025-06-18 00:03:07.945000+09:00,73.425,73.479,0,0.0,1154
2025-06-18 00:03:08.448000+09:00,73.425,73.489,0,0.0,1028
2025-06-18 00:03:09.149000+09:00,73.425,73.479,0,0.0,1028
2025-06-18 00:03:09.247000+09:00,73.425,73.489,0,0.0,1028
2025-06-18 00:03:09.549000+09:00,73.435,73.489,0,0.0,1154
2025-06-18 00:03:09.748000+09:00,73.425,73.479,0,0.0,1158
2025-06-18 00:03:10.149000+09:00,73.415,73.479,0,0.0,1154
2025-06-18 00:03:10.350000+09:00,73.415,73.469,0,0.0,1028
2025-06-18 00:03:10.450000+09:00,73.415,73.479,0,0.0,1028
2025-06-18 00:03:11.153000+09:00,73.425,73.479,0,0.0,1154
2025-06-18 00:03:11.755000+09:00,73.425,73.489,0,0.0,1028
2025-06-18 00:03:12.355000+09:00,73.425,73.479,0,0.0,1028
2025-06-18 00:03:15.465000+09:00,73.425,73.489,0,0.0,1028
2025-06-18 00:03:15.764000+09:00,73.435,73.489,0,0.0,1154
2025-06-18 00:03:20.275000+09:00,73.435,73.499,0,0.0,1028
2025-06-18 00:03:20.776000+09:00,73.445,73.499,0,0.0,1154
2025-06-18 00:03:21.676000+09:00,73.445,73.509,0,0.0,1028
2025-06-18 00:03:21.777000+09:00,73.455,73.509,0,0.0,1154
2025-06-18 00:03:21.877000+09:00,73.465,73.519,0,0.0,1158
2025-06-18 00:03:25.978000+09:00,73.505,73.559,0,0.0,1158
2025-06-18 00:03:26.479000+09:00,73.495,73.559,0,0.0,1154
2025-06-18 00:03:26.779000+09:00,73.505,73.559,0,0.0,1154
2025-06-18 00:03:26.979000+09:00,73.515,73.569,0,0.0,1158
2025-06-18 00:03:28.178000+09:00,73.505,73.569,0,0.0,1154
2025-06-18 00:03:28.779000+09:00,73.515,73.569,0,0.0,1154
2025-06-18 00:03:30.180000+09:00,73.525,73.579,0,0.0,1158
2025-06-18 00:03:30.581000+09:00,73.515,73.569,0,0.0,1158
2025-06-18 00:03:31.182000+09:00,73.495,73.549,0,0.0,1158
2025-06-18 00:03:31.282000+09:00,73.495,73.559,0,0.0,1028
2025-06-18 00:03:31.583000+09:00,73.495,73.549,0,0.0,1028
2025-06-18 00:03:31.782000+09:00,73.495,73.559,0,0.0,1028
2025-06-18 00:03:32.083000+09:00,73.495,73.549,0,0.0,1028
2025-06-18 00:03:32.782000+09:00,73.505,73.559,0,0.0,1158
2025-06-18 00:03:33.184000+09:00,73.495,73.559,0,0.0,1154
2025-06-18 00:03:33.584000+09:00,73.505,73.559,0,0.0,1154
2025-06-18 00:03:33.784000+09:00,73.505,73.569,0,0.0,1028
2025-06-18 00:03:33.883000+09:00,73.505,73.559,0,0.0,1028
2025-06-18 00:03:34.485000+09:00,73.505,73.569,0,0.0,1028
2025-06-18 00:03:34.585000+09:00,73.505,73.559,0,0.0,1028
2025-06-18 00:03:35.185000+09:00,73.505,73.569,0,0.0,1028
2025-06-18 00:03:35.787000+09:00,73.515,73.569,0,0.0,1154
2025-06-18 00:03:35.885000+09:00,73.505,73.569,0,0.0,1154
2025-06-18 00:03:36.484000+09:00,73.505,73.559,0,0.0,1028
2025-06-18 00:03:36.686000+09:00,73.495,73.559,0,0.0,1154
2025-06-18 00:03:36.887000+09:00,73.505,73.559,0,0.0,1154
2025-06-18 00:03:36.986000+09:00,73.495,73.559,0,0.0,1154
2025-06-18 00:03:37.087000+09:00,73.505,73.559,0,0.0,1154
2025-06-18 00:03:37.188000+09:00,73.495,73.549,0,0.0,1158
2025-06-18 00:03:37.386000+09:00,73.495,73.559,0,0.0,1028
2025-06-18 00:03:37.487000+09:00,73.495,73.549,0,0.0,1028
2025-06-18 00:03:37.688000+09:00,73.505,73.559,0,0.0,1158
2025-06-18 00:03:37.887000+09:00,73.505,73.569,0,0.0,1028
2025-06-18 00:03:38.088000+09:00,73.515,73.569,0,0.0,1154
2025-06-18 00:03:38.388000+09:00,73.505,73.569,0,0.0,1154
2025-06-18 00:03:38.689000+09:00,73.505,73.559,0,0.0,1028
2025-06-18 00:03:38.990000+09:00,73.505,73.569,0,0.0,1028
2025-06-18 00:03:39.090000+09:00,73.515,73.569,0,0.0,1154
2025-06-18 00:03:39.190000+09:00,73.505,73.569,0,0.0,1154
2025-06-18 00:03:39.290000+09:00,73.505,73.559,0,0.0,1028
2025-06-18 00:03:40.291000+09:00,73.505,73.569,0,0.0,1028
2025-06-18 00:03:40.493000+09:00,73.505,73.559,0,0.0,1028
2025-06-18 00:03:41.293000+09:00,73.485,73.549,0,0.0,1158
2025-06-18 00:03:41.495000+09:00,73.495,73.549,0,0.0,1154
2025-06-18 00:03:41.895000+09:00,73.505,73.559,0,0.0,1158
2025-06-18 00:03:41.996000+09:00,73.505,73.569,0,0.0,1028
2025-06-18 00:03:42.597000+09:00,73.505,73.559,0,0.0,1028
2025-06-18 00:03:42.998000+09:00,73.505,73.569,0,0.0,1028
2025-06-18 00:03:43.099000+09:00,73.515,73.569,0,0.0,1154
2025-06-18 00:03:45.602000+09:00,73.515,73.579,0,0.0,1028
2025-06-18 00:03:46.300000+09:00,73.525,73.579,0,0.0,1154
2025-06-18 00:03:46.400000+09:00,73.535,73.589,0,0.0,1158
2025-06-18 00:03:46.501000+09:00,73.515,73.579,0,0.0,1158
2025-06-18 00:03:47.102000+09:00,73.515,73.569,0,0.0,1028
2025-06-18 00:03:49.107000+09:00,73.505,73.559,0,0.0,1158
2025-06-18 00:03:49.307000+09:00,73.495,73.549,0,0.0,1158
2025-06-18 00:03:49.809000+09:00,73.485,73.549,0,0.0,1154
2025-06-18 00:03:50.211000+09:00,73.495,73.549,0,0.0,1154
2025-06-18 00:03:50.510000+09:00,73.485,73.549,0,0.0,1154
